Number,Title,Yardage,Description,TSS,Duration
8,Speed and Power #3,3000,"**Warm Up**
-  500 as: - 200 Swim @50-70% - 3x25 Kick - Take 5s - 100 Pull @60-70% - 3x25 Swim, sight every 6 strokes - Take 5-10s
**Drill Set**
•  5x50 Swim - Take 10s, as: - ODDS: @70% br3 - EVENS: Build from 70% to 90%
**Pre-Set**
•  9x50 - Take 10-15s, as: - ODDS: Swim @70% w/ OVER-Kick - EVENS: Pull @70-80%
**Main Set**
•  3x300 Swim in 4:34–4:38 (Z2) on 4:50 3x200 Pull, as: - ODDS: @80% - EVENS: Negative split 5x50 Swim :43 (5%) on 1:00
**Cool Down**
•  2x50 EASY Swim br3 - Take 10s 100 Choice

**Total: 3,499 yards (3,200 meters)**

**Total: 3000 yards**",60,3600
8,Speed and Power #3,3500,"**Warm-Up**
  -  500 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 100 Pull @60-70% - 4x25 Swim, sight every 6 strokes - Take 5-10s 
**Drill Set**
•  6x50 Swim - Take 10s, as: - ODDS: @70% br3 - EVENS: Build from 70% to 90% 
**Pre-Set**
•  10x50 - Take 10-15s, as: - ODDS: Swim @70% w/ OVER-Kick - EVENS: Pull @70-80% 
**Main Set**
•  3x300 Swim in 4:34–4:38 (Z2) on 4:50 4x200 Pull, as: - ODDS: @80% - EVENS: Negative split 6x50 Swim :43 (5%) on 1:00 
**Cool-Down**
•  2x50 EASY Swim br3 - Take 10s 100 Choice

**Total: 3,499 yards (3,200 meters)**",70,4200
10,Endurance Build #4,2000,"**Warm Up**
-  700 as: - 200 @50-70% - 200 Pull @70% - 2x50 Swim in :45 (CS) on :55 - 2x25 FAST - Take 10s
**Drill Set**
•  6x(25 Front Scull / 25 Swim) - Take 10s
**Pre-Set**
•  600 Swim as 25H / 25E
**Main Set**
•  2x200 Pull/Paddles @70-80% - Take 20s 5x50 BAND - Take 15s 3x100 Pull @80-90% - Take 20s
**Cool Down**
•  200 Swim br 3/5/3/7

**Total: 3,499 yards (3,200 meters)**

**Total: 2000 yards**",40,2400
10,Endurance Build #4,2500,"**Warm Up**
-  700 as: - 200 @50-70% - 200 Pull @70% - 3x50 Swim in :45 (CS) on :55 - 3x25 FAST - Take 10s
**Drill Set**
•  6x(25 Front Scull / 25 Swim) - Take 10s
**Pre-Set**
•  600 Swim as 25H / 25E
**Main Set**
•  3x200 Pull/Paddles @70-80% - Take 20s 6x50 BAND - Take 15s 4x100 Pull @80-90% - Take 20s
**Cool Down**
•  200 Swim br 3/5/3/7

**Total: 3,499 yards (3,200 meters)**

**Total: 2500 yards**",50,3000
10,Endurance Build #4,3000,"**Warm Up**
-  700 as: - 200 @50-70% - 200 Pull @70% - 3x50 Swim in :45 (CS) on :55 - 3x25 FAST - Take 10s
**Drill Set**
•  6x(25 Front Scull / 25 Swim) - Take 10s
**Pre-Set**
•  600 Swim as 25H / 25E
**Main Set**
•  3x200 Pull/Paddles @70-80% - Take 20s 7x50 BAND - Take 15s 4x100 Pull @80-90% - Take 20s
**Cool Down**
•  200 Swim br 3/5/3/7

**Total: 3,499 yards (3,200 meters)**

**Total: 3000 yards**",60,3600
10,Endurance Build #4,3500,"**Warm-Up**
  -  700 as: - 200 @50-70% - 200 Pull @70% - 4x50 Swim in :45 (CS) on :55 - 4x25 FAST - Take 10s 
**Drill Set**
•  6x(25 Front Scull / 25 Swim) - Take 10s 
**Pre-Set**
•  600 Swim as 25H / 25E 
**Main Set**
•  4x200 Pull/Paddles @70-80% - Take 20s 8x50 BAND - Take 15s 5x100 Pull @80-90% - Take 20s 
**Cool-Down**
•  200 Swim br 3/5/3/7

**Total: 3,499 yards (3,200 meters)**",70,4200
11,Speed and Power #4,2000,"**Warm Up**
-  700 as: - 200 Swim @50-60% - 200 Pull @60-70% - 2x25 Kick - Take 5s - 200 Swim @70%
**Drill Set**
•  6x(25 FIST Drill / 25 Swim) - Take 10s
**Pre-Set**
•  6x(25 Swim w/ OVER-Kick / 25 Swim limit kick) - Take 10s 6x(25 Press Your Buoy Drill / 25 Swim) - Take 10s
**Main Set**
•  7x50 Swim in :41 (10%) on 1:00 100 EASY Pull 3x100 Swim on 1:45, as: #1 in 1:32 (Z2) #2 in 1:30 (CS) #3 in 1:26 (5%) #4 in 1:32 (Z2) #5 in 1:21 (10%) 100 EASY Pull 1x200 Paddles @80% - Take 15s
**Cool Down**
•  2x25 FIST Drill 100 Choice

**Total: 3,499 yards (3,200 meters)**

**Total: 2000 yards**",40,2400
11,Speed and Power #4,2500,"**Warm Up**
-  700 as: - 200 Swim @50-60% - 200 Pull @60-70% - 3x25 Kick - Take 5s - 200 Swim @70%
**Drill Set**
•  6x(25 FIST Drill / 25 Swim) - Take 10s
**Pre-Set**
•  6x(25 Swim w/ OVER-Kick / 25 Swim limit kick) - Take 10s 6x(25 Press Your Buoy Drill / 25 Swim) - Take 10s
**Main Set**
•  9x50 Swim in :41 (10%) on 1:00 100 EASY Pull 4x100 Swim on 1:45, as: #1 in 1:32 (Z2) #2 in 1:30 (CS) #3 in 1:26 (5%) #4 in 1:32 (Z2) #5 in 1:21 (10%) 100 EASY Pull 1x200 Paddles @80% - Take 15s
**Cool Down**
•  3x25 FIST Drill 100 Choice

**Total: 3,499 yards (3,200 meters)**

**Total: 2500 yards**",50,3000
11,Speed and Power #4,3000,"**Warm Up**
-  700 as: - 200 Swim @50-60% - 200 Pull @60-70% - 3x25 Kick - Take 5s - 200 Swim @70%
**Drill Set**
•  6x(25 FIST Drill / 25 Swim) - Take 10s
**Pre-Set**
•  6x(25 Swim w/ OVER-Kick / 25 Swim limit kick) - Take 10s 6x(25 Press Your Buoy Drill / 25 Swim) - Take 10s
**Main Set**
•  10x50 Swim in :41 (10%) on 1:00 100 EASY Pull 4x100 Swim on 1:45, as: #1 in 1:32 (Z2) #2 in 1:30 (CS) #3 in 1:26 (5%) #4 in 1:32 (Z2) #5 in 1:21 (10%) 100 EASY Pull 2x200 Paddles @80% - Take 15s
**Cool Down**
•  3x25 FIST Drill 100 Choice

**Total: 3,499 yards (3,200 meters)**

**Total: 3000 yards**",60,3600
11,Speed and Power #4,3500,"**Warm-Up**
  -  700 as: - 200 Swim @50-60% - 200 Pull @60-70% - 4x25 Kick - Take 5s - 200 Swim @70% 
**Drill Set**
•  6x(25 FIST Drill / 25 Swim) - Take 10s 
**Pre-Set**
•  6x(25 Swim w/ OVER-Kick / 25 Swim limit kick) - Take 10s 6x(25 Press Your Buoy Drill / 25 Swim) - Take 10s 
**Main Set**
•  12x50 Swim in :41 (10%) on 1:00 100 EASY Pull 5x100 Swim on 1:45, as: #1 in 1:32 (Z2) #2 in 1:30 (CS) #3 in 1:26 (5%) #4 in 1:32 (Z2) #5 in 1:21 (10%) 100 EASY Pull 2x200 Paddles @80% - Take 15s 
**Cool-Down**
•  4x25 FIST Drill 100 Choice

**Total: 3,499 yards (3,200 meters)**",70,4200
12,Open Water Skills #4,2000,"**Warm Up**
-  600 as: - 200 Swim @50-70% - 200 Pull @70% - 2x25 Kick - Take 5s - 2x25 FAST - Take 10s
**Drill Set**
•  4x50 - Take 10s, as: - ODDS: 25 Finger Tip Drag / 25 Swim - EVENS: 25 HIGH Turnover / 25 Swim
**Pre-Set**
•  5x50 Swim in :45 (CS) on :55
**Main Set**
•  1x800 - Take 30-45s, as: - 400 @70-80% - 300 @80%, sight each 25 - 100 @80-90%
**Cool Down**
•  2x25 Finger Tip Drag 100 Choice

**Total: 4,099 yards (3,749 meters)**

**Total: 2000 yards**",40,2400
12,Open Water Skills #4,2500,"**Warm Up**
-  600 as: - 200 Swim @50-70% - 200 Pull @70% - 2x25 Kick - Take 5s - 2x25 FAST - Take 10s
**Drill Set**
•  5x50 - Take 10s, as: - ODDS: 25 Finger Tip Drag / 25 Swim - EVENS: 25 HIGH Turnover / 25 Swim
**Pre-Set**
•  6x50 Swim in :45 (CS) on :55
**Main Set**
•  2x800 - Take 30-45s, as: - 400 @70-80% - 300 @80%, sight each 25 - 100 @80-90%
**Cool Down**
•  2x25 Finger Tip Drag 100 Choice

**Total: 4,099 yards (3,749 meters)**

**Total: 2500 yards**",50,3000
12,Open Water Skills #4,3000,"**Warm Up**
-  600 as: - 200 Swim @50-70% - 200 Pull @70% - 3x25 Kick - Take 5s - 3x25 FAST - Take 10s
**Drill Set**
•  6x50 - Take 10s, as: - ODDS: 25 Finger Tip Drag / 25 Swim - EVENS: 25 HIGH Turnover / 25 Swim
**Pre-Set**
•  7x50 Swim in :45 (CS) on :55
**Main Set**
•  2x800 - Take 30-45s, as: - 400 @70-80% - 300 @80%, sight each 25 - 100 @80-90%
**Cool Down**
•  3x25 Finger Tip Drag 100 Choice

**Total: 4,099 yards (3,749 meters)**

**Total: 3000 yards**",60,3600
12,Open Water Skills #4,3500,"**Warm Up**
-  600 as: - 200 Swim @50-70% - 200 Pull @70% - 3x25 Kick - Take 5s - 3x25 FAST - Take 10s
**Drill Set**
•  7x50 - Take 10s, as: - ODDS: 25 Finger Tip Drag / 25 Swim - EVENS: 25 HIGH Turnover / 25 Swim
**Pre-Set**
•  9x50 Swim in :45 (CS) on :55
**Main Set**
•  3x800 - Take 30-45s, as: - 400 @70-80% - 300 @80%, sight each 25 - 100 @80-90%
**Cool Down**
•  3x25 Finger Tip Drag 100 Choice

**Total: 4,099 yards (3,749 meters)**

**Total: 3500 yards**",70,4200
12,Open Water Skills #4,4100,"**Warm-Up**
  -  600 as: - 200 Swim @50-70% - 200 Pull @70% - 4x25 Kick - Take 5s - 4x25 FAST - Take 10s 
**Drill Set**
•  8x50 - Take 10s, as: - ODDS: 25 Finger Tip Drag / 25 Swim - EVENS: 25 HIGH Turnover / 25 Swim 
**Pre-Set**
•  10x50 Swim in :45 (CS) on :55 
**Main Set**
•  3x800 - Take 30-45s, as: - 400 @70-80% - 300 @80%, sight each 25 - 100 @80-90% 
**Cool-Down**
•  4x25 Finger Tip Drag 100 Choice

**Total: 4,099 yards (3,749 meters)**",82,4920
13,Endurance Build #5,2000,"**Warm Up**
-  700 as: - 200 Swim @50-70% - 2x25 Kick - Take 5s - 2x25 Swim as 12.5H / 12.5E - 200 Pull @70% - 2x25 Press Your Buoy Drill
**Drill Set**
•  5x50 - Take 10s, as: - ODDS: 25 Catch Up Drill / 25 Swim - EVENS: 25 6-Kick Switch Drill / 25 Swim
**Pre-Set**
•  600 Swim as 50H / 25E
**Main Set**
•  3x100 as 25 Single Arm Drill, 75 Swim - Take 15s 2x200 Swim in 3:03–3:06 (Z2) on 3:20 2x50 Swim w/ Fins @50-70% - Take 10s
**Cool Down**
•  100 EASY Backstroke 100 EASY Swim

**Total: 3,499 yards (3,200 meters)**

**Total: 2000 yards**",40,2400
13,Endurance Build #5,2500,"**Warm Up**
-  700 as: - 200 Swim @50-70% - 3x25 Kick - Take 5s - 3x25 Swim as 12.5H / 12.5E - 200 Pull @70% - 3x25 Press Your Buoy Drill
**Drill Set**
•  6x50 - Take 10s, as: - ODDS: 25 Catch Up Drill / 25 Swim - EVENS: 25 6-Kick Switch Drill / 25 Swim
**Pre-Set**
•  600 Swim as 50H / 25E
**Main Set**
•  4x100 as 25 Single Arm Drill, 75 Swim - Take 15s 3x200 Swim in 3:03–3:06 (Z2) on 3:20 3x50 Swim w/ Fins @50-70% - Take 10s
**Cool Down**
•  100 EASY Backstroke 100 EASY Swim

**Total: 3,499 yards (3,200 meters)**

**Total: 2500 yards**",50,3000
13,Endurance Build #5,3000,"**Warm Up**
-  700 as: - 200 Swim @50-70% - 3x25 Kick - Take 5s - 3x25 Swim as 12.5H / 12.5E - 200 Pull @70% - 3x25 Press Your Buoy Drill
**Drill Set**
•  7x50 - Take 10s, as: - ODDS: 25 Catch Up Drill / 25 Swim - EVENS: 25 6-Kick Switch Drill / 25 Swim
**Pre-Set**
•  600 Swim as 50H / 25E
**Main Set**
•  5x100 as 25 Single Arm Drill, 75 Swim - Take 15s 3x200 Swim in 3:03–3:06 (Z2) on 3:20 3x50 Swim w/ Fins @50-70% - Take 10s
**Cool Down**
•  100 EASY Backstroke 100 EASY Swim

**Total: 3,499 yards (3,200 meters)**

**Total: 3000 yards**",60,3600
13,Endurance Build #5,3500,"**Warm-Up**
  -  700 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 4x25 Swim as 12.5H / 12.5E - 200 Pull @70% - 4x25 Press Your Buoy Drill 
**Drill Set**
•  8x50 - Take 10s, as: - ODDS: 25 Catch Up Drill / 25 Swim - EVENS: 25 6-Kick Switch Drill / 25 Swim 
**Pre-Set**
•  600 Swim as 50H / 25E 
**Main Set**
•  6x100 as 25 Single Arm Drill, 75 Swim - Take 15s 4x200 Swim in 3:03–3:06 (Z2) on 3:20 4x50 Swim w/ Fins @50-70% - Take 10s 
**Cool-Down**
•  100 EASY Backstroke 100 EASY Swim

**Total: 3,499 yards (3,200 meters)**",70,4200
14,Speed and Power #5,2000,"**Warm Up**
-  900 as: - 200 Swim @50-70% - 200 Pull @70% - 5x25 Swim, descend 1-4, 5-8 - Take 5-10s - 3x50 Swim in :46 (Z2) on 1:00
**Drill Set**
•  5x50 - Take 10s, as: - ODDS: 25 FIST Drill / 25 Swim - EVENS: 25 HORNS Drill / 25 Swim
**Pre-Set**
•  5x50 Swim in :45 (CS) on :55
**Main Set**
•  1x300 Swim in 4:34–4:38 (Z2) on 4:50 100 EASY 3x100 Swim on 1:40 as: - ODDS: in 1:21 (10%) - EVENS: in 1:30 (CS) 100 EASY 5x25 in :20 (10%) on :35
**Cool Down**
•  50 FIST Drill 50 HORNS Drill 100 EASY Swim

**Total: 3,499 yards (3,200 meters)**

**Total: 2000 yards**",40,2400
14,Speed and Power #5,2500,"**Warm Up**
-  900 as: - 200 Swim @50-70% - 200 Pull @70% - 6x25 Swim, descend 1-4, 5-8 - Take 5-10s - 4x50 Swim in :46 (Z2) on 1:00
**Drill Set**
•  6x50 - Take 10s, as: - ODDS: 25 FIST Drill / 25 Swim - EVENS: 25 HORNS Drill / 25 Swim
**Pre-Set**
•  6x50 Swim in :45 (CS) on :55
**Main Set**
•  1x300 Swim in 4:34–4:38 (Z2) on 4:50 100 EASY 4x100 Swim on 1:40 as: - ODDS: in 1:21 (10%) - EVENS: in 1:30 (CS) 100 EASY 6x25 in :20 (10%) on :35
**Cool Down**
•  50 FIST Drill 50 HORNS Drill 100 EASY Swim

**Total: 3,499 yards (3,200 meters)**

**Total: 2500 yards**",50,3000
14,Speed and Power #5,3000,"**Warm Up**
-  900 as: - 200 Swim @50-70% - 200 Pull @70% - 7x25 Swim, descend 1-4, 5-8 - Take 5-10s - 5x50 Swim in :46 (Z2) on 1:00
**Drill Set**
•  7x50 - Take 10s, as: - ODDS: 25 FIST Drill / 25 Swim - EVENS: 25 HORNS Drill / 25 Swim
**Pre-Set**
•  7x50 Swim in :45 (CS) on :55
**Main Set**
•  2x300 Swim in 4:34–4:38 (Z2) on 4:50 100 EASY 5x100 Swim on 1:40 as: - ODDS: in 1:21 (10%) - EVENS: in 1:30 (CS) 100 EASY 7x25 in :20 (10%) on :35
**Cool Down**
•  50 FIST Drill 50 HORNS Drill 100 EASY Swim

**Total: 3,499 yards (3,200 meters)**

**Total: 3000 yards**",60,3600
14,Speed and Power #5,3500,"**Warm-Up**
  -  900 as: - 200 Swim @50-70% - 200 Pull @70% - 8x25 Swim, descend 1-4, 5-8 - Take 5-10s - 6x50 Swim in :46 (Z2) on 1:00 
**Drill Set**
•  8x50 - Take 10s, as: - ODDS: 25 FIST Drill / 25 Swim - EVENS: 25 HORNS Drill / 25 Swim 
**Pre-Set**
•  8x50 Swim in :45 (CS) on :55 
**Main Set**
•  2x300 Swim in 4:34–4:38 (Z2) on 4:50 100 EASY 6x100 Swim on 1:40 as: - ODDS: in 1:21 (10%) - EVENS: in 1:30 (CS) 100 EASY 8x25 in :20 (10%) on :35 
**Cool-Down**
•  50 FIST Drill 50 HORNS Drill 100 EASY Swim

**Total: 3,499 yards (3,200 meters)**",70,4200
16,Endurance Build #6,2000,"**Warm Up**
-  750 as: - 200 Swim @50-70% - 3x25 Catch Up Drill - Take 5s - 2x50 Swim, descend 1-3, 4 EASY - Take 10s - 200 Pull @70%
**Drill Set**
•  3x50 - Take 10s, as: - ODDS: 25 Press Your Buoy Drill / 25 Swim - EVENS: 25 HORNS / 25 Swim
**Pre-Set**
•  3x75 Swim in 1:07 (CS) on 1:20
**Main Set**
•  2x100 Swim in 1:30 (CS) on 1:40 1x300 Swim in 4:34–4:38 (Z2) on 4:50, sight each 25 2x200 Swim on 3:20 as: - ODDS: in 2:59–3:02 (CS) - EVENS: in 3:08–3:11 (Z1)
**Cool Down**
•  200 EASY Pull

**Total: 3,499 yards (3,200 meters)**

**Total: 2000 yards**",40,2400
16,Endurance Build #6,2500,"**Warm Up**
-  750 as: - 200 Swim @50-70% - 4x25 Catch Up Drill - Take 5s - 3x50 Swim, descend 1-3, 4 EASY - Take 10s - 200 Pull @70%
**Drill Set**
•  4x50 - Take 10s, as: - ODDS: 25 Press Your Buoy Drill / 25 Swim - EVENS: 25 HORNS / 25 Swim
**Pre-Set**
•  4x75 Swim in 1:07 (CS) on 1:20
**Main Set**
•  3x100 Swim in 1:30 (CS) on 1:40 1x300 Swim in 4:34–4:38 (Z2) on 4:50, sight each 25 3x200 Swim on 3:20 as: - ODDS: in 2:59–3:02 (CS) - EVENS: in 3:08–3:11 (Z1)
**Cool Down**
•  200 EASY Pull

**Total: 3,499 yards (3,200 meters)**

**Total: 2500 yards**",50,3000
16,Endurance Build #6,3000,"**Warm Up**
-  750 as: - 200 Swim @50-70% - 5x25 Catch Up Drill - Take 5s - 3x50 Swim, descend 1-3, 4 EASY - Take 10s - 200 Pull @70%
**Drill Set**
•  5x50 - Take 10s, as: - ODDS: 25 Press Your Buoy Drill / 25 Swim - EVENS: 25 HORNS / 25 Swim
**Pre-Set**
•  5x75 Swim in 1:07 (CS) on 1:20
**Main Set**
•  3x100 Swim in 1:30 (CS) on 1:40 2x300 Swim in 4:34–4:38 (Z2) on 4:50, sight each 25 3x200 Swim on 3:20 as: - ODDS: in 2:59–3:02 (CS) - EVENS: in 3:08–3:11 (Z1)
**Cool Down**
•  200 EASY Pull

**Total: 3,499 yards (3,200 meters)**

**Total: 3000 yards**",60,3600
16,Endurance Build #6,3500,"**Warm-Up**
  -  750 as: - 200 Swim @50-70% - 6x25 Catch Up Drill - Take 5s - 4x50 Swim, descend 1-3, 4 EASY - Take 10s - 200 Pull @70% 
**Drill Set**
•  6x50 - Take 10s, as: - ODDS: 25 Press Your Buoy Drill / 25 Swim - EVENS: 25 HORNS / 25 Swim 
**Pre-Set**
•  6x75 Swim in 1:07 (CS) on 1:20 
**Main Set**
•  4x100 Swim in 1:30 (CS) on 1:40 2x300 Swim in 4:34–4:38 (Z2) on 4:50, sight each 25 4x200 Swim on 3:20 as: - ODDS: in 2:59–3:02 (CS) - EVENS: in 3:08–3:11 (Z1) 
**Cool-Down**
•  200 EASY Pull

**Total: 3,499 yards (3,200 meters)**",70,4200
17,Speed and Power #6,2000,"**Warm Up**
-  600 as: - 200 Swim @50-70% - 2x25 Kick - Take 5-10s - 2x25 Swim FAST - Take 10s - 200 Pull @70%
**Drill Set**
•  3x50 - Take 10s, as: - ODDS: 25 Single-arm Drill (Left) / 25 Single-arm Drill (Right) - EVENS: 25 Catch Up Drill / 25 Swim
**Pre-Set**
•  Four Times Through... - 25 Kick HARD (use a buoy as the board) - 50 Pull @80% - Take 15s
**Main Set**
•  7x25 Swim in :20 (10%) on :35 7x50 Swim in :43 (5%) on 1:00 2x400 Swim in 6:06–6:11 (Z2) on 6:30
**Cool Down**
•  100 Backstroke - STRETCH it out 100 Choice

**Total: 3,499 yards (3,200 meters)**

**Total: 2000 yards**",40,2400
17,Speed and Power #6,2500,"**Warm Up**
-  600 as: - 200 Swim @50-70% - 3x25 Kick - Take 5-10s - 3x25 Swim FAST - Take 10s - 200 Pull @70%
**Drill Set**
•  4x50 - Take 10s, as: - ODDS: 25 Single-arm Drill (Left) / 25 Single-arm Drill (Right) - EVENS: 25 Catch Up Drill / 25 Swim
**Pre-Set**
•  Four Times Through... - 25 Kick HARD (use a buoy as the board) - 50 Pull @80% - Take 15s
**Main Set**
•  9x25 Swim in :20 (10%) on :35 9x50 Swim in :43 (5%) on 1:00 2x400 Swim in 6:06–6:11 (Z2) on 6:30
**Cool Down**
•  100 Backstroke - STRETCH it out 100 Choice

**Total: 3,499 yards (3,200 meters)**

**Total: 2500 yards**",50,3000
