Number,Title,Yardage,Description,TSS,Duration
17,Speed and Power #6,3000,"**Warm Up**
-  600 as: - 200 Swim @50-70% - 3x25 Kick - Take 5-10s - 3x25 Swim FAST - Take 10s - 200 Pull @70%
**Drill Set**
•  5x50 - Take 10s, as: - ODDS: 25 Single-arm Drill (Left) / 25 Single-arm Drill (Right) - EVENS: 25 Catch Up Drill / 25 Swim
**Pre-Set**
•  Four Times Through... - 25 Kick HARD (use a buoy as the board) - 50 Pull @80% - Take 15s
**Main Set**
•  10x25 Swim in :20 (10%) on :35 10x50 Swim in :43 (5%) on 1:00 3x400 Swim in 6:06–6:11 (Z2) on 6:30
**Cool Down**
•  100 Backstroke - STRETCH it out 100 Choice

**Total: 3,499 yards (3,200 meters)**

**Total: 3000 yards**",60,3600
17,Speed and Power #6,3500,"**Warm-Up**
  -  600 as: - 200 Swim @50-70% - 4x25 Kick - Take 5-10s - 4x25 Swim FAST - Take 10s - 200 Pull @70% 
**Drill Set**
•  6x50 - Take 10s, as: - ODDS: 25 Single-arm Drill (Left) / 25 Single-arm Drill (Right) - EVENS: 25 Catch Up Drill / 25 Swim 
**Pre-Set**
•  Four Times Through... - 25 Kick HARD (use a buoy as the board) - 50 Pull @80% - Take 15s 
**Main Set**
•  12x25 Swim in :20 (10%) on :35 12x50 Swim in :43 (5%) on 1:00 3x400 Swim in 6:06–6:11 (Z2) on 6:30 
**Cool-Down**
•  100 Backstroke - STRETCH it out 100 Choice

**Total: 3,499 yards (3,200 meters)**",70,4200
18,Open Water Skills #6,2000,"**Warm Up**
-  700 as: - 200 Swim @50-70% - 2x100 Pull @70% - Take 10s - 2x50 Swim, sight once each 25
**Drill Set**
•  Four Times Through... - 50 Swim, sight every 6 strokes - Take 5s - 50 Swim, br3 - Take 10s
**Pre-Set**
•  400 Pull as 25 HARD / 25 EASY
**Main Set**
•  800 Pull @70%, sight once each 25 - Take 30s 2x100 Swim in 1:32 (Z2) on 1:45 400 Pull/Paddles @70% - Take 20s 2x50 Swim in :43 (5%) on 1:00
**Cool Down**
•  200 Choice

**Total: 3,499 yards (3,200 meters)**

**Total: 2000 yards**",40,2400
18,Open Water Skills #6,2500,"**Warm Up**
-  700 as: - 200 Swim @50-70% - 2x100 Pull @70% - Take 10s - 3x50 Swim, sight once each 25
**Drill Set**
•  Four Times Through... - 50 Swim, sight every 6 strokes - Take 5s - 50 Swim, br3 - Take 10s
**Pre-Set**
•  400 Pull as 25 HARD / 25 EASY
**Main Set**
•  800 Pull @70%, sight once each 25 - Take 30s 3x100 Swim in 1:32 (Z2) on 1:45 400 Pull/Paddles @70% - Take 20s 3x50 Swim in :43 (5%) on 1:00
**Cool Down**
•  200 Choice

**Total: 3,499 yards (3,200 meters)**

**Total: 2500 yards**",50,3000
18,Open Water Skills #6,3000,"**Warm Up**
-  700 as: - 200 Swim @50-70% - 3x100 Pull @70% - Take 10s - 3x50 Swim, sight once each 25
**Drill Set**
•  Four Times Through... - 50 Swim, sight every 6 strokes - Take 5s - 50 Swim, br3 - Take 10s
**Pre-Set**
•  400 Pull as 25 HARD / 25 EASY
**Main Set**
•  800 Pull @70%, sight once each 25 - Take 30s 3x100 Swim in 1:32 (Z2) on 1:45 400 Pull/Paddles @70% - Take 20s 3x50 Swim in :43 (5%) on 1:00
**Cool Down**
•  200 Choice

**Total: 3,499 yards (3,200 meters)**

**Total: 3000 yards**",60,3600
18,Open Water Skills #6,3500,"**Warm-Up**
  -  700 as: - 200 Swim @50-70% - 3x100 Pull @70% - Take 10s - 4x50 Swim, sight once each 25 
**Drill Set**
•  Four Times Through... - 50 Swim, sight every 6 strokes - Take 5s - 50 Swim, br3 - Take 10s 
**Pre-Set**
•  400 Pull as 25 HARD / 25 EASY 
**Main Set**
•  800 Pull @70%, sight once each 25 - Take 30s 4x100 Swim in 1:32 (Z2) on 1:45 400 Pull/Paddles @70% - Take 20s 4x50 Swim in :43 (5%) on 1:00 
**Cool-Down**
•  200 Choice

**Total: 3,499 yards (3,200 meters)**",70,4200
19,Endurance Build #7,2000,"**Warm Up**
-  600 as: - 200 Swim @50-70% - 2x25 Kick - Take 5s - 2x25 Swim, descend 1-3 from steady to HARD, 4 EASY - 200 Pull @70%
**Drill Set**
•  3x50 - Take 10s, as: - ODDS: 25 Press Your Buoy Drill / 25 Swim - EVENS: 6-Kick Switch, focusing on body rotation
**Pre-Set**
•  500 Pull as 25 HARD / 25 EASY
**Main Set**
•  3x100 Swim in 1:32 (Z2) on 1:45 3x100 Swim in 1:30 (CS) on 1:40 2x100 Swim in 1:26 (5%) on 1:40 2x100 Swim in 1:21 (10%) on 1:40 2x50 Swim in :43 (5%) on 1:00
**Cool Down**
•  2x25 Press Your Buoy - Take 10s 100 Choice

**Total: 3,599 yards (3,291 meters)**

**Total: 2000 yards**",40,2400
19,Endurance Build #7,2500,"**Warm Up**
-  600 as: - 200 Swim @50-70% - 3x25 Kick - Take 5s - 3x25 Swim, descend 1-3 from steady to HARD, 4 EASY - 200 Pull @70%
**Drill Set**
•  4x50 - Take 10s, as: - ODDS: 25 Press Your Buoy Drill / 25 Swim - EVENS: 6-Kick Switch, focusing on body rotation
**Pre-Set**
•  500 Pull as 25 HARD / 25 EASY
**Main Set**
•  4x100 Swim in 1:32 (Z2) on 1:45 3x100 Swim in 1:30 (CS) on 1:40 3x100 Swim in 1:26 (5%) on 1:40 2x100 Swim in 1:21 (10%) on 1:40 3x50 Swim in :43 (5%) on 1:00
**Cool Down**
•  3x25 Press Your Buoy - Take 10s 100 Choice

**Total: 3,599 yards (3,291 meters)**

**Total: 2500 yards**",50,3000
19,Endurance Build #7,3000,"**Warm Up**
-  600 as: - 200 Swim @50-70% - 3x25 Kick - Take 5s - 3x25 Swim, descend 1-3 from steady to HARD, 4 EASY - 200 Pull @70%
**Drill Set**
•  5x50 - Take 10s, as: - ODDS: 25 Press Your Buoy Drill / 25 Swim - EVENS: 6-Kick Switch, focusing on body rotation
**Pre-Set**
•  500 Pull as 25 HARD / 25 EASY
**Main Set**
•  5x100 Swim in 1:32 (Z2) on 1:45 4x100 Swim in 1:30 (CS) on 1:40 3x100 Swim in 1:26 (5%) on 1:40 2x100 Swim in 1:21 (10%) on 1:40 3x50 Swim in :43 (5%) on 1:00
**Cool Down**
•  3x25 Press Your Buoy - Take 10s 100 Choice

**Total: 3,599 yards (3,291 meters)**

**Total: 3000 yards**",60,3600
19,Endurance Build #7,3500,"**Warm Up**
-  600 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 4x25 Swim, descend 1-3 from steady to HARD, 4 EASY - 200 Pull @70%
**Drill Set**
•  6x50 - Take 10s, as: - ODDS: 25 Press Your Buoy Drill / 25 Swim - EVENS: 6-Kick Switch, focusing on body rotation
**Pre-Set**
•  500 Pull as 25 HARD / 25 EASY
**Main Set**
•  6x100 Swim in 1:32 (Z2) on 1:45 5x100 Swim in 1:30 (CS) on 1:40 4x100 Swim in 1:26 (5%) on 1:40 3x100 Swim in 1:21 (10%) on 1:40 4x50 Swim in :43 (5%) on 1:00
**Cool Down**
•  4x25 Press Your Buoy - Take 10s 100 Choice

**Total: 3,599 yards (3,291 meters)**

**Total: 3500 yards**",70,4200
19,Endurance Build #7,3600,"**Warm-Up**
  -  600 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 4x25 Swim, descend 1-3 from steady to HARD, 4 EASY - 200 Pull @70% 
**Drill Set**
•  6x50 - Take 10s, as: - ODDS: 25 Press Your Buoy Drill / 25 Swim - EVENS: 6-Kick Switch, focusing on body rotation 
**Pre-Set**
•  500 Pull as 25 HARD / 25 EASY 
**Main Set**
•  6x100 Swim in 1:32 (Z2) on 1:45 5x100 Swim in 1:30 (CS) on 1:40 4x100 Swim in 1:26 (5%) on 1:40 3x100 Swim in 1:21 (10%) on 1:40 4x50 Swim in :43 (5%) on 1:00 
**Cool-Down**
•  4x25 Press Your Buoy - Take 10s 100 Choice

**Total: 3,599 yards (3,291 meters)**",72,4320
20,Speed and Power #7,2000,"**Warm Up**
-  700 as: - 200 Swim @50-70% - 200 Pull @70% - 2x25 Kick - Take 10s - 2x50 Swim - Take 10s, descend 1-3, 4 EASY
**Drill Set**
•  3x50 as 25 Scull / 25 Swim - Take 10s
**Pre-Set**
•  Four Times Through… - 50 Pull @90 - Take 10s - 50 EASY Pull - Take 10s
**Main Set**
•  6x50 Swim in :41 (10%) on 1:00 100 EASY Pull 3x100 Swim in 1:26 (5%) on 1:45 100 EASY Pull 2x200 Swim in 2:59–3:02 (CS) on 3:15 100 EASY Pull
**Cool Down**
•  100 Choice

**Total: 3,999 yards (3,657 meters)**

**Total: 2000 yards**",40,2400
20,Speed and Power #7,2500,"**Warm Up**
-  700 as: - 200 Swim @50-70% - 200 Pull @70% - 2x25 Kick - Take 10s - 2x50 Swim - Take 10s, descend 1-3, 4 EASY
**Drill Set**
•  4x50 as 25 Scull / 25 Swim - Take 10s
**Pre-Set**
•  Four Times Through… - 50 Pull @90 - Take 10s - 50 EASY Pull - Take 10s
**Main Set**
•  8x50 Swim in :41 (10%) on 1:00 100 EASY Pull 4x100 Swim in 1:26 (5%) on 1:45 100 EASY Pull 3x200 Swim in 2:59–3:02 (CS) on 3:15 100 EASY Pull
**Cool Down**
•  100 Choice

**Total: 3,999 yards (3,657 meters)**

**Total: 2500 yards**",50,3000
20,Speed and Power #7,3000,"**Warm Up**
-  700 as: - 200 Swim @50-70% - 200 Pull @70% - 3x25 Kick - Take 10s - 3x50 Swim - Take 10s, descend 1-3, 4 EASY
**Drill Set**
•  4x50 as 25 Scull / 25 Swim - Take 10s
**Pre-Set**
•  Four Times Through… - 50 Pull @90 - Take 10s - 50 EASY Pull - Take 10s
**Main Set**
•  9x50 Swim in :41 (10%) on 1:00 100 EASY Pull 4x100 Swim in 1:26 (5%) on 1:45 100 EASY Pull 4x200 Swim in 2:59–3:02 (CS) on 3:15 100 EASY Pull
**Cool Down**
•  100 Choice

**Total: 3,999 yards (3,657 meters)**

**Total: 3000 yards**",60,3600
20,Speed and Power #7,3500,"**Warm Up**
-  700 as: - 200 Swim @50-70% - 200 Pull @70% - 4x25 Kick - Take 10s - 4x50 Swim - Take 10s, descend 1-3, 4 EASY
**Drill Set**
•  5x50 as 25 Scull / 25 Swim - Take 10s
**Pre-Set**
•  Four Times Through… - 50 Pull @90 - Take 10s - 50 EASY Pull - Take 10s
**Main Set**
•  10x50 Swim in :41 (10%) on 1:00 100 EASY Pull 5x100 Swim in 1:26 (5%) on 1:45 100 EASY Pull 4x200 Swim in 2:59–3:02 (CS) on 3:15 100 EASY Pull
**Cool Down**
•  100 Choice

**Total: 3,999 yards (3,657 meters)**

**Total: 3500 yards**",70,4200
20,Speed and Power #7,4000,"**Warm-Up**
  -  700 as: - 200 Swim @50-70% - 200 Pull @70% - 4x25 Kick - Take 10s - 4x50 Swim - Take 10s, descend 1-3, 4 EASY 
**Drill Set**
•  6x50 as 25 Scull / 25 Swim - Take 10s 
**Pre-Set**
•  Four Times Through… - 50 Pull @90 - Take 10s - 50 EASY Pull - Take 10s 
**Main Set**
•  12x50 Swim in :41 (10%) on 1:00 100 EASY Pull 6x100 Swim in 1:26 (5%) on 1:45 100 EASY Pull 5x200 Swim in 2:59–3:02 (CS) on 3:15 100 EASY Pull 
**Cool-Down**
•  100 Choice

**Total: 3,999 yards (3,657 meters)**",80,4800
21,Open Water Skills #7,2000,"**Warm Up**
-  800 as: - 300 Swim @50-70% - 200 Pull @70% - 2x25 Kick - Take 5-10s - 2x25 HARD Swim - Take 10s - 100 Swim @70%
**Drill Set**
•  3x50 - Take 10s, as: - 25 Swim w/ an OVER-Kick - 25 Swim, sighting every 6 strokes
**Pre-Set**
•  Four Times Through... - 25 in :20 (10%) on :35 - 50 in :43 (5%) on 1:00 - 75 in 1:07 (CS) on 1:20
**Main Set**
•  2x50 Swim in :43 (5%) on 1:00 2x400 Pull @80%, sighting every 8 strokes - Take 20s 2x50 Swim in :43 (5%) on 1:00
**Cool Down**
•  100 Choice

**Total: 3,799 yards (3,474 meters)**

**Total: 2000 yards**",40,2400
21,Open Water Skills #7,2500,"**Warm Up**
-  800 as: - 300 Swim @50-70% - 200 Pull @70% - 3x25 Kick - Take 5-10s - 3x25 HARD Swim - Take 10s - 100 Swim @70%
**Drill Set**
•  4x50 - Take 10s, as: - 25 Swim w/ an OVER-Kick - 25 Swim, sighting every 6 strokes
**Pre-Set**
•  Four Times Through... - 25 in :20 (10%) on :35 - 50 in :43 (5%) on 1:00 - 75 in 1:07 (CS) on 1:20
**Main Set**
•  3x50 Swim in :43 (5%) on 1:00 3x400 Pull @80%, sighting every 8 strokes - Take 20s 3x50 Swim in :43 (5%) on 1:00
**Cool Down**
•  100 Choice

**Total: 3,799 yards (3,474 meters)**

**Total: 2500 yards**",50,3000
21,Open Water Skills #7,3000,"**Warm Up**
-  800 as: - 300 Swim @50-70% - 200 Pull @70% - 3x25 Kick - Take 5-10s - 3x25 HARD Swim - Take 10s - 100 Swim @70%
**Drill Set**
•  5x50 - Take 10s, as: - 25 Swim w/ an OVER-Kick - 25 Swim, sighting every 6 strokes
**Pre-Set**
•  Four Times Through... - 25 in :20 (10%) on :35 - 50 in :43 (5%) on 1:00 - 75 in 1:07 (CS) on 1:20
**Main Set**
•  3x50 Swim in :43 (5%) on 1:00 3x400 Pull @80%, sighting every 8 strokes - Take 20s 3x50 Swim in :43 (5%) on 1:00
**Cool Down**
•  100 Choice

**Total: 3,799 yards (3,474 meters)**

**Total: 3000 yards**",60,3600
21,Open Water Skills #7,3500,"**Warm Up**
-  800 as: - 300 Swim @50-70% - 200 Pull @70% - 4x25 Kick - Take 5-10s - 4x25 HARD Swim - Take 10s - 100 Swim @70%
**Drill Set**
•  6x50 - Take 10s, as: - 25 Swim w/ an OVER-Kick - 25 Swim, sighting every 6 strokes
**Pre-Set**
•  Four Times Through... - 25 in :20 (10%) on :35 - 50 in :43 (5%) on 1:00 - 75 in 1:07 (CS) on 1:20
**Main Set**
•  4x50 Swim in :43 (5%) on 1:00 4x400 Pull @80%, sighting every 8 strokes - Take 20s 4x50 Swim in :43 (5%) on 1:00
**Cool Down**
•  100 Choice

**Total: 3,799 yards (3,474 meters)**

**Total: 3500 yards**",70,4200
21,Open Water Skills #7,3800,"**Warm-Up**
  -  800 as: - 300 Swim @50-70% - 200 Pull @70% - 4x25 Kick - Take 5-10s - 4x25 HARD Swim - Take 10s - 100 Swim @70% 
**Drill Set**
•  6x50 - Take 10s, as: - 25 Swim w/ an OVER-Kick - 25 Swim, sighting every 6 strokes 
**Pre-Set**
•  Four Times Through... - 25 in :20 (10%) on :35 - 50 in :43 (5%) on 1:00 - 75 in 1:07 (CS) on 1:20 
**Main Set**
•  4x50 Swim in :43 (5%) on 1:00 4x400 Pull @80%, sighting every 8 strokes - Take 20s 4x50 Swim in :43 (5%) on 1:00 
**Cool-Down**
•  100 Choice

**Total: 3,799 yards (3,474 meters)**",76,4560
22,Endurance Build #8,2000,"**Warm Up**
-  600 as: - 200 Swim @50-70% - 2x25 Kick - Take 5s - 2x25 Pull, descend 1-3, 4 EASY - 200 Swim @70%
**Drill Set**
•  3x50 - Take 10s, as: - ODDS: 25 Catch Up Drill / 25 Swim - EVENS: 25 Backstroke / 25 Swim
**Pre-Set**
•  3x100 - Take 10-15s, as: 25@90%, 50@80%, 25@70%
**Main Set**
•  1x400 Swim in 6:06–6:11 (Z2) on 6:25 100 EASY Pull 3x100 Swim as: - ODDS: in 1:30 (CS) on 1:40 - EVENS: in 1:35 (Z1) on 1:45 100 EASY Pull 3x50 Swim in :41 (10%) on 1:00
**Cool Down**
•  2x25 Catch Up Drill - Take 5s 100 Choice

**Total: 3,499 yards (3,200 meters)**

**Total: 2000 yards**",40,2400
22,Endurance Build #8,2500,"**Warm Up**
-  600 as: - 200 Swim @50-70% - 3x25 Kick - Take 5s - 3x25 Pull, descend 1-3, 4 EASY - 200 Swim @70%
**Drill Set**
•  4x50 - Take 10s, as: - ODDS: 25 Catch Up Drill / 25 Swim - EVENS: 25 Backstroke / 25 Swim
**Pre-Set**
•  4x100 - Take 10-15s, as: 25@90%, 50@80%, 25@70%
**Main Set**
•  1x400 Swim in 6:06–6:11 (Z2) on 6:25 100 EASY Pull 4x100 Swim as: - ODDS: in 1:30 (CS) on 1:40 - EVENS: in 1:35 (Z1) on 1:45 100 EASY Pull 4x50 Swim in :41 (10%) on 1:00
**Cool Down**
•  3x25 Catch Up Drill - Take 5s 100 Choice

**Total: 3,499 yards (3,200 meters)**

**Total: 2500 yards**",50,3000
22,Endurance Build #8,3000,"**Warm Up**
-  600 as: - 200 Swim @50-70% - 3x25 Kick - Take 5s - 3x25 Pull, descend 1-3, 4 EASY - 200 Swim @70%
**Drill Set**
•  5x50 - Take 10s, as: - ODDS: 25 Catch Up Drill / 25 Swim - EVENS: 25 Backstroke / 25 Swim
**Pre-Set**
•  4x100 - Take 10-15s, as: 25@90%, 50@80%, 25@70%
**Main Set**
•  2x400 Swim in 6:06–6:11 (Z2) on 6:25 100 EASY Pull 5x100 Swim as: - ODDS: in 1:30 (CS) on 1:40 - EVENS: in 1:35 (Z1) on 1:45 100 EASY Pull 5x50 Swim in :41 (10%) on 1:00
**Cool Down**
•  3x25 Catch Up Drill - Take 5s 100 Choice

**Total: 3,499 yards (3,200 meters)**

**Total: 3000 yards**",60,3600
22,Endurance Build #8,3500,"**Warm-Up**
  -  600 as: - 200 Swim @50-70% - 4x25 Kick - Take 5s - 4x25 Pull, descend 1-3, 4 EASY - 200 Swim @70% 
**Drill Set**
•  6x50 - Take 10s, as: - ODDS: 25 Catch Up Drill / 25 Swim - EVENS: 25 Backstroke / 25 Swim 
**Pre-Set**
•  5x100 - Take 10-15s, as: 25@90%, 50@80%, 25@70% 
**Main Set**
•  2x400 Swim in 6:06–6:11 (Z2) on 6:25 100 EASY Pull 6x100 Swim as: - ODDS: in 1:30 (CS) on 1:40 - EVENS: in 1:35 (Z1) on 1:45 100 EASY Pull 6x50 Swim in :41 (10%) on 1:00 
**Cool-Down**
•  4x25 Catch Up Drill - Take 5s 100 Choice

**Total: 3,499 yards (3,200 meters)**",70,4200
23,Speed and Power #8,2000,"**Warm Up**
-  700 as: - 200 Swim @50-70% - 200 Pull @70% - 2x25 HARD - Take 10s - 200 Swim @70%
**Drill Set**
•  4x50 - Take 10s, as: - ODDS: 25 Finger Tip Drill / 25 Swim - EVENS: br3
**Pre-Set**
•  500 Pull as 100H/100E, 75H/75E, 50H/50E, 25H/25E
**Main Set**
•  4x100 Swim in 1:26 (5%) on 1:40 100 EASY Pull 2x200 Swim in 2:59–3:02 (CS) on 3:15 100 EASY Pull 2x50 Swim in :41 (10%) on 1:00
**Cool Down**
•  100 Choice

**Total: 3,699 yards (3,383 meters)**

**Total: 2000 yards**",40,2400
23,Speed and Power #8,2500,"**Warm Up**
-  700 as: - 200 Swim @50-70% - 200 Pull @70% - 3x25 HARD - Take 10s - 200 Swim @70%
**Drill Set**
•  5x50 - Take 10s, as: - ODDS: 25 Finger Tip Drill / 25 Swim - EVENS: br3
**Pre-Set**
•  500 Pull as 100H/100E, 75H/75E, 50H/50E, 25H/25E
**Main Set**
•  5x100 Swim in 1:26 (5%) on 1:40 100 EASY Pull 3x200 Swim in 2:59–3:02 (CS) on 3:15 100 EASY Pull 3x50 Swim in :41 (10%) on 1:00
**Cool Down**
•  100 Choice

**Total: 3,699 yards (3,383 meters)**

**Total: 2500 yards**",50,3000
23,Speed and Power #8,3000,"**Warm Up**
-  700 as: - 200 Swim @50-70% - 200 Pull @70% - 3x25 HARD - Take 10s - 200 Swim @70%
**Drill Set**
•  6x50 - Take 10s, as: - ODDS: 25 Finger Tip Drill / 25 Swim - EVENS: br3
**Pre-Set**
•  500 Pull as 100H/100E, 75H/75E, 50H/50E, 25H/25E
**Main Set**
•  6x100 Swim in 1:26 (5%) on 1:40 100 EASY Pull 3x200 Swim in 2:59–3:02 (CS) on 3:15 100 EASY Pull 3x50 Swim in :41 (10%) on 1:00
**Cool Down**
•  100 Choice

**Total: 3,699 yards (3,383 meters)**

**Total: 3000 yards**",60,3600
23,Speed and Power #8,3500,"**Warm Up**
-  700 as: - 200 Swim @50-70% - 200 Pull @70% - 4x25 HARD - Take 10s - 200 Swim @70%
**Drill Set**
•  8x50 - Take 10s, as: - ODDS: 25 Finger Tip Drill / 25 Swim - EVENS: br3
**Pre-Set**
•  500 Pull as 100H/100E, 75H/75E, 50H/50E, 25H/25E
**Main Set**
•  8x100 Swim in 1:26 (5%) on 1:40 100 EASY Pull 4x200 Swim in 2:59–3:02 (CS) on 3:15 100 EASY Pull 4x50 Swim in :41 (10%) on 1:00
**Cool Down**
•  100 Choice

**Total: 3,699 yards (3,383 meters)**

**Total: 3500 yards**",70,4200
23,Speed and Power #8,3700,"**Warm-Up**
  -  700 as: - 200 Swim @50-70% - 200 Pull @70% - 4x25 HARD - Take 10s - 200 Swim @70% 
**Drill Set**
•  8x50 - Take 10s, as: - ODDS: 25 Finger Tip Drill / 25 Swim - EVENS: br3 
**Pre-Set**
•  500 Pull as 100H/100E, 75H/75E, 50H/50E, 25H/25E 
**Main Set**
•  8x100 Swim in 1:26 (5%) on 1:40 100 EASY Pull 4x200 Swim in 2:59–3:02 (CS) on 3:15 100 EASY Pull 4x50 Swim in :41 (10%) on 1:00 
**Cool-Down**
•  100 Choice

**Total: 3,699 yards (3,383 meters)**",74,4440
